logAge   ,Mass,Gmag,BPmag,RPmag,bp_rp
8.8,2.743,-2.83,-0.635,-4.084,3.449
8.8,2.743,-2.83,-0.635,-4.084,3.449
8.8,2.743,-3.043,-1.406,-4.194,2.7880000000000003
8.8,2.743,-3.042,-1.415,-4.191,2.776
8.8,2.743,-2.972,-1.757,-4.007,2.25
8.8,2.743,-2.892,-1.829,-3.869,2.04
8.8,2.743,-2.928,-1.797,-3.932,2.135
8.8,2.743,-3.0,-1.665,-4.072,2.407
8.8,2.742,-3.034,-1.414,-4.181,2.7670000000000003
8.8,2.742,-3.026,-1.159,-4.226,3.067
8.8,2.742,-3.003,-0.991,-4.228,3.2369999999999997
8.8,2.741,-2.987,-0.908,-4.222,3.3140000000000005
8.8,2.74,-2.782,-0.467,-4.051,3.584
8.8,2.741,-2.963,-0.781,-4.215,3.4339999999999997
8.8,2.74,-3.015,-1.261,-4.192,2.931
8.8,2.74,-2.972,-1.662,-4.036,2.3739999999999997
8.8,2.74,-2.904,-1.768,-3.91,2.1420000000000003
8.8,2.74,-2.937,-1.725,-3.971,2.246
8.8,2.74,-2.986,-1.532,-4.092,2.5599999999999996
8.8,2.739,-2.987,-1.203,-4.17,2.9669999999999996
8.8,2.738,-2.945,-0.882,-4.178,3.296
8.8,2.738,-2.893,-0.654,-4.153,3.4989999999999997
8.8,2.737,-2.841,-0.495,-4.113,3.6180000000000003
8.8,2.736,-2.695,-0.172,-3.988,3.816
8.8,2.736,-2.76,-0.237,-4.053,3.816
8.8,2.736,-2.905,-0.873,-4.133,3.26
8.8,2.736,-2.929,-1.414,-4.05,2.636
8.8,2.735,-2.89,-1.601,-3.948,2.347
8.8,2.735,-2.912,-1.528,-3.999,2.471
8.8,2.734,-2.931,-1.264,-4.089,2.825
8.8,2.734,-2.897,-0.88,-4.123,3.2430000000000003
8.8,2.733,-2.822,-0.517,-4.089,3.5720000000000005
8.8,2.732,-2.755,-0.278,-4.043,3.765
8.8,2.731,-2.722,-0.168,-4.02,3.8519999999999994
8.8,2.729,-2.64,0.002,-3.947,3.949
8.8,2.729,-2.66,0.036,-3.972,4.008
8.8,2.729,-2.841,-0.629,-4.098,3.469
8.8,2.729,-2.915,-1.258,-4.071,2.8129999999999997
8.8,2.729,-2.898,-1.502,-3.989,2.487
8.8,2.728,-2.907,-1.4,-4.027,2.6270000000000002
8.8,2.728,-2.906,-1.096,-4.095,2.9989999999999997
8.8,2.727,-2.85,-0.682,-4.1,3.4179999999999997
8.8,2.726,-2.746,-0.28,-4.033,3.753
8.8,2.724,-2.69,-0.08,-3.994,3.914
8.8,2.723,-2.665,0.003,-3.975,3.978
8.8,2.721,-2.578,0.182,-3.897,4.079
8.8,2.721,-2.587,0.253,-3.914,4.167
8.8,2.721,-2.777,-0.402,-4.053,3.651
8.8,2.721,-2.907,-1.122,-4.09,2.968
8.8,2.72,-2.907,-1.407,-4.025,2.6180000000000003
8.8,2.719,-2.911,-1.292,-4.059,2.7670000000000003
8.8,2.719,-2.885,-0.947,-4.098,3.151
8.8,2.717,-2.784,-0.468,-4.053,3.585
8.8,2.716,-2.671,-0.071,-3.973,3.9019999999999997
8.8,2.714,-2.607,0.125,-3.923,4.048
8.8,2.712,-2.572,0.221,-3.895,4.116
8.8,2.709,-2.533,0.304,-3.859,4.163
8.8,2.709,-2.491,0.457,-3.829,4.2860000000000005
8.8,2.709,-2.67,-0.116,-3.968,3.852
8.8,2.709,-2.864,-0.935,-4.076,3.1409999999999996
8.8,2.708,-2.889,-1.273,-4.036,2.763
8.8,2.707,-2.882,-1.135,-4.057,2.9220000000000006
8.8,2.706,-2.834,-0.76,-4.069,3.309
8.8,2.705,-2.707,-0.245,-3.993,3.7479999999999998
8.8,2.703,-2.605,0.104,-3.919,4.023
8.8,2.701,-2.546,0.29,-3.873,4.163
8.8,2.698,-2.527,0.349,-3.858,4.207
8.8,2.695,-2.475,0.447,-3.81,4.257
8.8,2.695,-2.442,0.598,-3.788,4.386
8.8,2.695,-2.621,0.055,-3.931,3.986
8.8,2.695,-2.841,-0.78,-4.074,3.2939999999999996
8.8,2.694,-2.89,-1.161,-4.061,2.9
8.8,2.693,-2.877,-1.016,-4.076,3.0599999999999996
8.8,2.691,-2.805,-0.607,-4.06,3.4529999999999994
8.8,2.689,-2.652,-0.07,-3.952,3.882
8.8,2.687,-2.542,0.273,-3.867,4.14
8.8,2.684,-2.493,0.412,-3.826,4.238
8.8,2.681,-2.471,0.47,-3.808,4.278
8.8,2.677,-2.44,0.528,-3.779,4.307
8.8,2.677,-2.405,0.662,-3.755,4.417
8.8,2.677,-2.541,0.253,-3.864,4.117
8.8,2.676,-2.796,-0.613,-4.048,3.435
8.8,2.675,-2.869,-1.041,-4.061,3.02
8.8,2.674,-2.847,-0.88,-4.065,3.1850000000000005
8.8,2.672,-2.744,-0.426,-4.013,3.5869999999999997
8.8,2.67,-2.596,0.076,-3.906,3.982
8.8,2.668,-2.493,0.387,-3.824,4.211
8.8,2.665,-2.447,0.518,-3.786,4.304
8.8,2.661,-2.425,0.575,-3.767,4.342
8.8,2.657,-2.39,0.639,-3.735,4.374
8.8,2.657,-2.374,0.725,-3.729,4.454
8.8,2.656,-2.485,0.399,-3.817,4.216
8.8,2.656,-2.741,-0.427,-4.01,3.5829999999999997
8.8,2.655,-2.853,-0.923,-4.065,3.1420000000000003
8.8,2.653,-2.815,-0.736,-4.051,3.3150000000000004
8.8,2.651,-2.682,-0.235,-3.966,3.7310000000000003
8.8,2.648,-2.53,0.247,-3.851,4.098
8.8,2.645,-2.434,0.517,-3.772,4.289
8.8,2.641,-2.386,0.645,-3.731,4.3759999999999994
8.8,2.637,-2.376,0.667,-3.723,4.39
8.8,2.632,-2.366,0.684,-3.714,4.398
8.8,2.632,-2.329,0.81,-3.689,4.4990000000000006
8.8,2.631,-2.402,0.578,-3.742,4.32
8.8,2.631,-2.647,-0.169,-3.935,3.766
8.8,2.629,-2.797,-0.735,-4.031,3.296
8.8,2.628,-2.756,-0.543,-4.013,3.4699999999999998
8.8,2.626,-2.603,-0.026,-3.903,3.8770000000000002
8.8,2.623,-2.46,0.407,-3.79,4.197
8.8,2.619,-2.373,0.648,-3.717,4.365
8.8,2.615,-2.36,0.691,-3.708,4.399
8.8,2.61,-2.353,0.709,-3.702,4.411
8.8,2.605,-2.34,0.729,-3.69,4.419
8.8,2.605,-2.306,0.861,-3.672,4.533
8.8,2.604,-2.362,0.67,-3.708,4.378
8.8,2.604,-2.598,-0.02,-3.898,3.878
8.8,2.602,-2.77,-0.618,-4.018,3.4
8.8,2.6,-2.707,-0.39,-3.976,3.586
8.8,2.598,-2.555,0.105,-3.864,3.969
8.8,2.594,-2.413,0.513,-3.749,4.2620000000000005
8.8,2.59,-2.347,0.695,-3.694,4.389
8.8,2.585,-2.332,0.737,-3.682,4.419
8.8,2.58,-2.321,0.76,-3.673,4.433
8.8,2.573,-2.309,0.778,-3.662,4.4399999999999995
8.8,2.573,-2.257,0.948,-3.629,4.577
8.8,2.573,-2.33,0.725,-3.678,4.403
8.8,2.572,-2.533,0.139,-3.844,3.9829999999999997
8.8,2.57,-2.719,-0.464,-3.981,3.517
8.8,2.568,-2.643,-0.216,-3.925,3.7089999999999996
8.8,2.565,-2.489,0.261,-3.808,4.069
8.8,2.562,-2.355,0.633,-3.696,4.329000000000001
8.8,2.557,-2.316,0.744,-3.665,4.409
8.8,2.552,-2.296,0.792,-3.649,4.441
8.8,2.545,-2.29,0.811,-3.644,4.455
8.8,2.538,-2.285,0.822,-3.64,4.462
8.8,2.538,-2.217,1.027,-3.595,4.622
8.8,2.538,-2.294,0.783,-3.645,4.428
8.8,2.537,-2.46,0.311,-3.781,4.0920000000000005
8.8,2.535,-2.652,-0.287,-3.927,3.64
8.8,2.532,-2.574,-0.035,-3.869,3.834
8.8,2.529,-2.422,0.414,-3.749,4.163
8.8,2.525,-2.308,0.721,-3.653,4.374
8.8,2.52,-2.281,0.798,-3.632,4.43
8.8,2.514,-2.27,0.837,-3.625,4.462
8.8,2.506,-2.261,0.86,-3.618,4.478
8.8,2.498,-2.255,0.873,-3.613,4.486
8.8,2.498,-2.164,1.123,-3.549,4.672
8.8,2.497,-2.262,0.837,-3.616,4.453
8.8,2.496,-2.395,0.455,-3.723,4.178
8.8,2.494,-2.585,-0.117,-3.872,3.755
8.8,2.491,-2.513,0.107,-3.818,3.9250000000000003
8.8,2.487,-2.362,0.534,-3.695,4.229
8.8,2.483,-2.274,0.773,-3.621,4.394
8.8,2.477,-2.249,0.849,-3.603,4.452
8.8,2.469,-2.238,0.891,-3.595,4.486000000000001
8.8,2.461,-2.227,0.915,-3.587,4.502000000000001
8.8,2.452,-2.221,0.927,-3.582,4.509
8.8,2.451,-2.099,1.245,-3.494,4.739000000000001
8.8,2.45,-2.232,0.89,-3.588,4.478
8.8,2.449,-2.327,0.591,-3.661,4.252
8.8,2.447,-2.514,0.055,-3.813,3.8680000000000003
8.8,2.443,-2.439,0.271,-3.754,4.025
8.8,2.439,-2.293,0.668,-3.632,4.3
8.8,2.433,-2.233,0.833,-3.582,4.415
8.8,2.426,-2.217,0.901,-3.573,4.474
8.8,2.418,-2.199,0.951,-3.56,4.511
8.8,2.408,-2.187,0.976,-3.551,4.527
8.8,2.397,-2.183,0.987,-3.547,4.534
8.8,2.396,-2.038,1.377,-3.442,4.819
8.8,2.396,-2.19,0.958,-3.55,4.508
8.8,2.394,-2.247,0.744,-3.588,4.332
8.8,2.391,-2.435,0.228,-3.744,3.9720000000000004
8.8,2.387,-2.351,0.462,-3.676,4.138
8.8,2.382,-2.224,0.796,-3.568,4.364
8.8,2.375,-2.193,0.894,-3.545,4.439
8.8,2.367,-2.179,0.963,-3.538,4.5009999999999994
8.8,2.357,-2.165,1.008,-3.53,4.538
8.8,2.346,-2.158,1.031,-3.525,4.556
8.8,2.333,-2.155,1.041,-3.523,4.564
8.8,2.333,-1.974,1.514,-3.388,4.902
8.8,2.332,-2.159,1.015,-3.524,4.539
8.8,2.329,-2.192,0.839,-3.537,4.3759999999999994
8.8,2.326,-2.338,0.436,-3.659,4.095
8.8,2.321,-2.269,0.622,-3.601,4.223
8.8,2.315,-2.179,0.863,-3.526,4.388999999999999
8.8,2.307,-2.159,0.952,-3.514,4.465999999999999
8.8,2.297,-2.144,1.022,-3.507,4.529
8.8,2.285,-2.135,1.065,-3.503,4.568
8.8,2.271,-2.119,1.1,-3.491,4.591
8.8,2.256,-2.114,1.114,-3.487,4.601
8.8,2.255,-1.564,2.211,-3.034,5.244999999999999
8.8,2.254,-2.044,1.211,-3.424,4.635
8.8,2.251,-2.133,0.926,-3.482,4.408
8.8,2.247,-2.237,0.634,-3.568,4.202
8.8,2.241,-2.172,0.803,-3.512,4.315
8.8,2.233,-2.12,0.951,-3.47,4.421
8.8,2.224,-2.089,1.066,-3.452,4.518
8.8,2.212,-2.041,1.197,-3.418,4.615
8.8,2.197,-1.982,1.318,-3.372,4.6899999999999995
8.8,2.181,-1.946,1.388,-3.341,4.729
8.8,2.162,-1.934,1.413,-3.332,4.745
8.8,2.162,-2.332,1.017,-3.702,4.718999999999999
8.8,2.16,-2.197,0.98,-3.555,4.535
8.8,2.157,-2.112,0.961,-3.462,4.423
8.8,2.152,-2.156,0.793,-3.493,4.286
8.8,2.145,-2.12,0.903,-3.464,4.367
8.8,2.136,-2.119,0.961,-3.469,4.43
8.8,2.124,-2.159,0.968,-3.513,4.481
8.8,2.109,-2.205,0.952,-3.562,4.513999999999999
8.8,2.092,-2.234,0.937,-3.592,4.529
8.8,2.072,-2.253,0.922,-3.611,4.533
8.8,2.049,-2.279,0.891,-3.637,4.5280000000000005
8.8,2.049,-4.097,-2.557,-5.23,2.6730000000000005
8.8,2.048,-3.954,-2.52,-5.054,2.5340000000000003
8.8,2.047,-3.704,-2.375,-4.774,2.399
8.8,2.045,-3.521,-2.25,-4.571,2.3209999999999997
8.8,2.043,-3.575,-2.282,-4.632,2.3499999999999996
8.8,2.039,-3.668,-2.292,-4.752,2.46
8.8,2.035,-3.752,-2.31,-4.853,2.5429999999999997
8.8,2.029,-3.79,-2.292,-4.906,2.614
8.8,2.023,-3.758,-2.212,-4.887,2.6749999999999994
8.8,2.015,-3.751,-2.184,-4.885,2.7009999999999996
8.8,2.007,-2.189,1.039,-3.551,4.59
8.8,2.007,-3.928,-2.293,-5.093,2.8
8.8,2.006,-3.9,-2.408,-5.018,2.61
8.8,2.005,-3.701,-2.341,-4.779,2.4379999999999997
8.8,2.003,-3.531,-2.248,-4.585,2.3369999999999997
8.8,2.0,-3.583,-2.275,-4.645,2.3699999999999997
8.8,1.996,-3.688,-2.315,-4.77,2.4549999999999996
8.8,1.992,-3.786,-2.345,-4.888,2.5429999999999997
8.8,1.986,-3.84,-2.347,-4.956,2.6090000000000004
8.8,1.979,-3.793,-2.217,-4.929,2.712
8.8,1.971,-3.747,-2.135,-4.892,2.7570000000000006
8.8,1.962,-3.684,-2.035,-4.837,2.8019999999999996
8.8,1.961,-3.127,-1.249,-4.402,3.153
8.8,1.961,-3.822,-2.273,-4.96,2.687
8.8,1.959,-3.687,-2.301,-4.774,2.473
8.8,1.957,-3.54,-2.257,-4.594,2.337
8.8,1.954,-3.585,-2.264,-4.651,2.387
8.8,1.95,-3.683,-2.28,-4.774,2.494
8.8,1.945,-3.769,-2.288,-4.883,2.595
8.8,1.939,-3.818,-2.28,-4.947,2.6670000000000003
8.8,1.932,-3.844,-2.276,-4.98,2.7040000000000006
8.8,1.923,-3.843,-2.255,-4.983,2.7279999999999998
8.8,1.914,-3.72,-2.033,-4.88,2.847
8.8,1.913,-2.489,-0.412,-3.849,3.4370000000000003
8.8,1.912,-3.708,-2.09,-4.869,2.779
8.8,1.91,-3.666,-2.246,-4.763,2.517
8.8,1.907,-3.541,-2.241,-4.601,2.36
8.8,1.902,-3.582,-2.24,-4.655,2.415
8.8,1.896,-3.664,-2.233,-4.765,2.5319999999999996
8.8,1.888,-3.724,-2.204,-4.851,2.647
8.8,1.878,-3.765,-2.187,-4.908,2.7210000000000005
8.8,1.866,-3.783,-2.168,-4.935,2.7669999999999995
8.8,1.853,-3.797,-2.169,-4.951,2.7819999999999996
8.8,1.837,-3.804,-2.154,-4.96,2.806
8.8,1.837,-1.572,0.74,-3.035,3.7750000000000004
8.8,1.836,-3.274,-1.522,-4.496,2.974
8.8,1.834,-3.62,-2.154,-4.733,2.5789999999999997
8.8,1.83,-3.516,-2.176,-4.589,2.4130000000000003
8.8,1.825,-3.555,-2.173,-4.641,2.468
8.8,1.818,-3.62,-2.143,-4.735,2.5920000000000005
8.8,1.81,-3.654,-2.087,-4.798,2.711
8.8,1.8,-3.657,-2.022,-4.821,2.799
8.8,1.787,-3.656,-1.985,-4.83,2.8449999999999998
8.8,1.773,-3.69,-2.012,-4.864,2.852
8.8,1.757,-3.705,-2.005,-4.882,2.877
8.8,1.756,-0.477,2.103,-2.056,4.159000000000001
8.8,1.756,-2.968,-1.111,-4.235,3.1240000000000006
8.8,1.754,-3.544,-2.019,-4.676,2.657
8.8,1.751,-3.475,-2.083,-4.564,2.481
8.8,1.747,-3.507,-2.067,-4.611,2.5439999999999996
8.8,1.741,-3.549,-2.014,-4.683,2.669
8.8,1.734,-3.398,-1.73,-4.583,2.853
8.8,1.725,-3.175,-1.388,-4.408,3.0200000000000005
8.8,1.715,-3.08,-1.237,-4.333,3.096
8.8,1.703,-3.065,-1.202,-4.324,3.122
8.8,1.689,-3.088,-1.223,-4.346,3.123
8.8,1.689,1.006,3.944,-0.717,4.661
8.8,1.688,-2.427,-0.404,-3.765,3.361
8.8,1.687,-3.383,-1.779,-4.545,2.766
8.8,1.686,-3.424,-1.973,-4.532,2.559
8.8,1.684,-3.452,-1.955,-4.574,2.6189999999999998
8.8,1.681,-3.38,-1.765,-4.545,2.7800000000000002
8.8,1.677,-3.139,-1.369,-4.365,2.9960000000000004
8.8,1.672,-2.869,-0.974,-4.146,3.1719999999999997
8.8,1.667,-2.636,-0.657,-3.948,3.291
8.8,1.661,-2.617,-0.627,-3.933,3.306
8.8,1.653,-2.676,-0.698,-3.986,3.2880000000000003
8.8,1.653,-3.998,-2.264,-5.186,2.922
8.8,1.653,-3.958,-2.288,-5.115,2.8270000000000004
8.8,1.652,-3.29,-1.63,-4.472,2.8420000000000005
8.8,1.65,-3.397,-1.915,-4.516,2.601
8.8,1.648,-3.402,-1.868,-4.537,2.6689999999999996
8.8,1.646,-3.289,-1.621,-4.473,2.852
8.8,1.642,-2.946,-1.1,-4.202,3.102
8.8,1.638,-2.48,-0.473,-3.806,3.333
8.8,1.633,-2.28,-0.21,-3.636,3.426
8.8,1.627,-2.247,-0.163,-3.609,3.446
8.8,1.621,-2.285,-0.207,-3.643,3.436
8.8,1.62,-3.981,-2.242,-5.174,2.9320000000000004
8.8,1.62,-3.888,-2.198,-5.057,2.8590000000000004
8.8,1.618,-3.68,-2.087,-4.82,2.733
8.8,1.616,-3.358,-1.849,-4.485,2.636
8.8,1.612,-3.56,-2.048,-4.68,2.6319999999999997
8.8,1.608,-3.678,-2.08,-4.819,2.739
8.8,1.602,-3.795,-2.133,-4.95,2.817
8.8,1.595,-3.904,-2.235,-5.06,2.8249999999999997
8.8,1.587,-1.739,0.466,-3.156,3.6220000000000003
8.8,1.578,-1.612,0.63,-3.045,3.675
8.8,1.567,-1.571,0.683,-3.009,3.692
8.8,1.566,-3.912,-2.155,-5.115,2.9600000000000004
8.8,1.565,-3.803,-2.086,-4.984,2.898
8.8,1.564,-3.673,-2.061,-4.817,2.7560000000000002
8.8,1.561,-3.311,-1.771,-4.449,2.678
8.8,1.557,-3.563,-2.032,-4.688,2.6559999999999997
8.8,1.552,-3.683,-2.069,-4.828,2.7590000000000003
8.8,1.546,-3.795,-2.126,-4.953,2.8270000000000004
8.8,1.538,-3.867,-2.186,-5.03,2.8440000000000003
8.8,1.529,-3.897,-2.209,-5.063,2.8539999999999996
8.8,1.518,-3.978,-2.303,-5.135,2.832
8.8,1.506,-3.981,-2.306,-5.139,2.833
8.8,1.505,-3.971,-2.226,-5.167,2.941
8.8,1.505,-3.814,-2.097,-4.995,2.898
8.8,1.503,-3.662,-2.025,-4.815,2.7900000000000005
8.8,1.5,-3.239,-1.653,-4.393,2.7399999999999998
8.8,1.497,-3.553,-1.986,-4.686,2.7
8.8,1.492,-3.678,-2.038,-4.828,2.7900000000000005
8.8,1.485,-3.797,-2.124,-4.957,2.8329999999999997
8.8,1.477,-3.874,-2.191,-5.038,2.8470000000000004
8.8,1.468,-3.912,-2.225,-5.077,2.852
8.8,1.457,-3.907,-2.215,-5.075,2.8600000000000003
8.8,1.445,-3.914,-2.222,-5.081,2.8590000000000004
8.8,1.445,-4.015,-2.278,-5.207,2.929
8.8,1.443,-3.834,-2.12,-5.014,2.894
8.8,1.441,-3.623,-1.95,-4.787,2.8369999999999997
8.8,1.437,-3.478,-1.909,-4.611,2.702
8.8,1.431,-3.536,-1.927,-4.679,2.7520000000000002
8.8,1.423,-3.612,-1.935,-4.777,2.842
8.8,1.414,-3.672,-1.964,-4.85,2.8859999999999997
8.8,1.402,-3.797,-2.093,-4.972,2.8790000000000004
8.8,1.388,-3.822,-2.113,-5.0,2.887
8.8,1.371,-3.835,-2.125,-5.013,2.888
8.8,1.352,-3.845,-2.136,-5.023,2.8869999999999996
8.8,1.352,-4.072,-2.348,-5.258,2.91
8.8,1.351,-3.853,-2.142,-5.032,2.89
8.8,1.349,-3.544,-1.844,-4.72,2.8759999999999994
8.8,1.345,-3.466,-1.86,-4.609,2.7489999999999997
8.8,1.339,-3.506,-1.861,-4.662,2.801
8.8,1.331,-3.536,-1.833,-4.712,2.8789999999999996
8.8,1.321,-3.758,-2.067,-4.927,2.8599999999999994
8.8,1.31,-3.724,-2.001,-4.909,2.908
8.8,1.296,-3.759,-2.034,-4.946,2.912
8.8,1.28,-3.769,-2.042,-4.956,2.9140000000000006
8.8,1.261,-3.792,-2.07,-4.978,2.908
8.8,1.261,-3.998,-2.254,-5.195,2.9410000000000003
8.8,1.259,-3.793,-2.065,-4.981,2.916
8.8,1.256,-3.387,-1.642,-4.584,2.9419999999999997
8.8,1.252,-3.431,-1.797,-4.584,2.787
8.8,1.245,-3.428,-1.742,-4.598,2.856
8.8,1.236,-3.349,-1.596,-4.551,2.955
8.8,1.224,-3.731,-2.032,-4.904,2.872
8.8,1.21,-3.786,-2.078,-4.965,2.887
8.8,1.194,-3.819,-2.107,-4.999,2.8919999999999995
8.8,1.175,-3.849,-2.141,-5.028,2.8869999999999996
8.8,1.154,-3.877,-2.174,-5.052,2.8779999999999997
8.8,1.153,-4.099,-2.378,-5.284,2.9059999999999997
8.8,1.151,-3.884,-2.177,-5.062,2.8850000000000002
8.8,1.148,-3.156,-1.353,-4.383,3.0300000000000002
8.8,1.143,-3.388,-1.72,-4.552,2.832
8.8,1.136,-3.318,-1.6,-4.504,2.9039999999999995
8.8,1.126,-3.123,-1.313,-4.354,3.0410000000000004
8.8,1.114,-3.782,-2.095,-4.95,2.855
8.8,1.1,-3.844,-2.149,-5.016,2.867
8.8,1.082,-3.882,-2.185,-5.055,2.8699999999999997
8.8,1.063,-3.91,-2.217,-5.081,2.8640000000000003
8.8,1.04,-3.938,-2.253,-5.105,2.8520000000000003
8.8,1.04,-4.134,-2.421,-5.315,2.8940000000000006
8.8,1.038,-3.896,-2.191,-5.072,2.8810000000000002
8.8,1.036,-2.822,-0.938,-4.09,3.152
8.8,1.031,-3.324,-1.658,-4.493,2.8350000000000004
8.8,1.025,-3.208,-1.461,-4.408,2.947
8.8,1.017,-2.885,-1.017,-4.145,3.1279999999999997
8.8,1.006,-3.801,-2.118,-4.967,2.8489999999999998
8.8,0.993,-2.601,-0.606,-3.922,3.3160000000000003
8.8,0.978,-2.721,-0.745,-4.034,3.2889999999999997
8.8,0.96,-2.826,-0.872,-4.128,3.2560000000000002
8.8,0.941,-3.723,-2.077,-4.9,2.8230000000000004
8.8,0.94,-3.268,-1.347,-4.555,3.2079999999999997
8.8,0.939,-2.978,-1.053,-4.267,3.2140000000000004
8.8,0.937,-3.086,-1.265,-4.323,3.0580000000000007
8.8,0.934,-3.383,-1.78,-4.536,2.7559999999999993
8.8,0.93,-3.337,-1.639,-4.518,2.8789999999999996
8.8,0.924,-3.073,-1.251,-4.31,3.0589999999999997
8.8,0.917,-2.974,-1.093,-4.241,3.1479999999999997
8.8,0.908,-3.11,-1.239,-4.371,3.1320000000000006
8.8,0.898,-3.199,-1.34,-4.455,3.115
8.8,0.886,-3.264,-1.418,-4.514,3.096
8.8,0.872,-4.084,-2.654,-5.189,2.535
8.8,0.872,-3.676,-1.854,-4.912,3.058
8.8,0.871,-3.368,-1.538,-4.609,3.0709999999999997
8.8,0.87,-3.128,-1.318,-4.359,3.041
8.8,0.868,-2.786,-0.956,-4.028,3.0719999999999996
8.8,0.864,-3.236,-1.493,-4.433,2.9399999999999995
8.8,0.86,-3.153,-1.352,-4.38,3.0279999999999996
8.8,0.854,-3.242,-1.428,-4.475,3.0469999999999997
8.8,0.848,-3.377,-1.574,-4.605,3.0310000000000006
8.8,0.84,-3.463,-1.67,-4.685,3.0149999999999997
8.8,0.83,-3.52,-1.739,-4.737,2.998
8.8,0.82,-4.329,-3.088,-5.368,2.2800000000000002
8.8,0.82,-3.95,-2.198,-5.152,2.954
8.8,0.819,-3.609,-1.83,-4.821,2.9909999999999997
8.8,0.818,-3.327,-1.558,-4.534,2.976
8.8,0.816,-2.62,-0.746,-3.881,3.135
8.8,0.813,-3.325,-1.598,-4.511,2.9130000000000003
8.8,0.809,-3.358,-1.6,-4.56,2.9599999999999995
8.8,0.804,-3.453,-1.683,-4.66,2.9770000000000003
8.8,0.798,-2.18,-0.083,-3.549,3.4659999999999997
8.8,0.791,-2.199,-0.096,-3.57,3.4739999999999998
8.8,0.783,-2.164,-0.05,-3.54,3.49
8.8,0.774,9.829,14.292,7.443,6.849
8.8,0.774,-2.533,-0.433,-3.902,3.4690000000000003
8.8,0.773,-2.15,-0.023,-3.532,3.509
8.8,0.772,-2.43,-0.449,-3.743,3.294
8.8,0.771,-3.23,-1.662,-4.385,2.723
8.8,0.769,-3.01,-1.287,-4.218,2.931
8.8,0.766,-2.531,-0.577,-3.831,3.254
8.8,0.762,-2.045,0.061,-3.418,3.479
8.8,0.758,-1.982,0.162,-3.372,3.534
8.8,0.753,-2.003,0.146,-3.395,3.541
8.8,0.747,-1.974,0.185,-3.371,3.556
8.8,0.74,9.096,13.311,6.784,6.527
8.8,0.74,-2.29,-0.13,-3.687,3.557
8.8,0.739,-2.113,0.024,-3.5,3.524
8.8,0.738,-3.239,-1.555,-4.436,2.8810000000000002
8.8,0.737,-3.598,-2.259,-4.676,2.4170000000000003
8.8,0.735,-3.575,-2.179,-4.675,2.496
8.8,0.733,-3.522,-1.975,-4.67,2.695
8.8,0.729,-3.349,-1.659,-4.548,2.8890000000000002
8.8,0.725,-3.349,-1.615,-4.565,2.95
8.8,0.721,-3.606,-1.981,-4.784,2.803
8.8,0.715,-3.801,-2.279,-4.945,2.6660000000000004
8.8,0.709,8.595,12.64,6.354,6.2860000000000005
8.8,0.691,31.185,31.046,31.346,-0.3000000000000007
8.9,0.09,15.167,18.113,13.813,4.299999999999999
8.9,0.1,14.81,17.75,13.456,4.2940000000000005
8.9,0.115,14.403,17.337,13.049,4.288
8.9,0.119,14.291,17.223,12.937,4.286
8.9,0.12,14.268,17.2,12.915,4.285
8.9,0.131,13.942,16.777,12.598,4.179
8.9,0.14,13.63,16.278,12.305,3.972999999999999
8.9,0.141,13.612,16.25,12.288,3.9619999999999997
8.9,0.151,13.32,15.819,12.013,3.806000000000001
8.9,0.155,13.228,15.682,11.926,3.7560000000000002
8.9,0.172,12.861,15.154,11.58,3.574
8.9,0.181,12.681,14.897,11.411,3.4860000000000007
8.9,0.2,12.345,14.424,11.097,3.327
8.9,0.227,11.968,13.912,10.742,3.17
8.9,0.25,11.673,13.517,10.465,3.0519999999999996
8.9,0.302,11.131,12.807,9.959,2.8480000000000008
8.9,0.305,11.101,12.772,9.931,2.841000000000001
8.9,0.327,10.892,12.513,9.734,2.779
8.9,0.35,10.694,12.267,9.548,2.7189999999999994
8.9,0.4,10.237,11.7,9.119,2.5809999999999995
8.9,0.45,9.787,11.153,8.698,2.455
8.9,0.5,9.328,10.595,8.27,2.325000000000001
8.9,0.54,8.927,10.102,7.904,2.1980000000000004
8.9,0.55,8.838,9.992,7.822,2.170000000000001
8.9,0.6,8.308,9.323,7.352,1.971
8.9,0.639,7.885,8.791,6.983,1.8080000000000007
8.9,0.65,7.772,8.651,6.884,1.7669999999999995
8.9,0.681,7.448,8.248,6.603,1.6449999999999996
8.9,0.7,7.256,8.007,6.439,1.5679999999999996
8.9,0.721,7.032,7.722,6.252,1.4700000000000006
8.9,0.75,6.726,7.339,5.998,1.3410000000000002
8.9,0.8,6.329,6.874,5.651,1.2229999999999999
8.9,0.85,5.962,6.449,5.33,1.1189999999999998
8.9,0.877,5.772,6.232,5.163,1.069
8.9,0.899,5.625,6.065,5.034,1.0310000000000006
8.9,0.928,5.442,5.86,4.871,0.9889999999999999
8.9,0.95,5.312,5.713,4.755,0.9580000000000002
8.9,1.0,5.018,5.382,4.495,0.8869999999999996
8.9,1.049,4.744,5.077,4.251,0.8259999999999996
8.9,1.089,4.537,4.847,4.067,0.7800000000000002
8.9,1.099,4.483,4.788,4.02,0.7680000000000007
8.9,1.149,4.235,4.515,3.797,0.7179999999999995
8.9,1.173,4.117,4.386,3.691,0.6950000000000003
8.9,1.199,3.998,4.256,3.584,0.6720000000000002
8.9,1.207,3.959,4.214,3.55,0.6640000000000006
8.9,1.226,3.872,4.119,3.472,0.6469999999999998
