logAge   ,Mass,Gmag,BPmag,RPmag
9.50000,1.475000,-1.8030,0.5200,-3.0740
9.50000,1.474000,-1.7910,0.5660,-3.0660
9.50000,1.474000,0.5290,1.0810,-0.1540
9.50000,1.475000,0.5000,1.0560,-0.1860
9.50000,1.475000,0.4880,1.0450,-0.1990
9.50000,1.476000,0.4880,1.0440,-0.1990
9.50000,1.477000,0.4900,1.0450,-0.1950
9.50000,1.477000,0.4930,1.0460,-0.1920
9.50000,1.478000,0.4950,1.0470,-0.1890
9.50000,1.479000,0.4970,1.0480,-0.1860
9.50000,1.479000,0.4990,1.0500,-0.1830
9.50000,1.480000,0.5010,1.0500,-0.1810
9.50000,1.480000,0.5020,1.0510,-0.1790
9.50000,1.481000,0.5020,1.0500,-0.1780
9.50000,1.482000,0.5020,1.0500,-0.1780
9.50000,1.482000,0.5020,1.0490,-0.1780
9.50000,1.483000,0.5020,1.0480,-0.1780
9.50000,1.483000,0.5010,1.0480,-0.1780
9.50000,1.484000,0.5010,1.0470,-0.1780
9.50000,1.484000,0.4990,1.0450,-0.1790
9.50000,1.485000,0.4980,1.0430,-0.1800
9.50000,1.485000,0.4960,1.0410,-0.1820
9.50000,1.486000,0.4940,1.0390,-0.1840
9.50000,1.487000,0.4900,1.0350,-0.1870
9.50000,1.487000,0.4870,1.0320,-0.1910
9.50000,1.488000,0.4860,1.0310,-0.1920
9.50000,1.488000,0.4850,1.0300,-0.1930
9.50000,1.488000,0.4800,1.0250,-0.1980
9.50000,1.489000,0.4740,1.0190,-0.2040
9.50000,1.490000,0.4670,1.0130,-0.2110
9.50000,1.490000,0.4590,1.0060,-0.2200
9.50000,1.491000,0.4500,0.9970,-0.2300
9.50000,1.491000,0.4380,0.9870,-0.2420
9.50000,1.492000,0.4260,0.9760,-0.2560
9.50000,1.493000,0.4090,0.9620,-0.2740
9.50000,1.493000,0.3910,0.9450,-0.2950
9.50000,1.494000,0.3590,0.9180,-0.3300
9.50000,1.495000,0.2890,0.8570,-0.4070
9.50000,1.495000,0.2120,0.7910,-0.4920
9.50000,1.495000,0.1300,0.7200,-0.5820
9.50000,1.495000,0.0520,0.6540,-0.6670
9.50000,1.495000,-0.0210,0.5910,-0.7480
9.50000,1.495000,-0.1010,0.5220,-0.8360
9.50000,1.495000,-0.1860,0.4510,-0.9290
9.50000,1.495000,-0.2650,0.3830,-1.0170
9.50000,1.495000,-0.2780,0.3730,-1.0300
9.50000,1.495000,-0.2790,0.3720,-1.0320
9.50000,1.495000,-0.2970,0.3560,-1.0520
9.50000,1.495000,-0.3890,0.2780,-1.1520
9.50000,1.495000,-0.5010,0.1810,-1.2750
9.50000,1.495000,-0.5840,0.1100,-1.3650
9.50000,1.495000,-0.4270,0.2450,-1.1940
9.50000,1.496000,-0.3820,0.2830,-1.1450
9.50000,1.496000,-0.4060,0.2630,-1.1710
9.50000,1.496000,-0.5120,0.1720,-1.2870
9.50000,1.496000,-0.6070,0.0900,-1.3900
9.50000,1.495000,-0.6960,0.0140,-1.4880
9.50000,1.495000,-0.7830,-0.0610,-1.5820
9.50000,1.495000,-0.8670,-0.1330,-1.6740
9.50000,1.495000,-0.9480,-0.2010,-1.7630
9.50000,1.494000,-1.0270,-0.2690,-1.8490
9.50000,1.494000,-1.1030,-0.3350,-1.9330
9.50000,1.494000,-1.1750,-0.3900,-2.0160
9.50000,1.493000,-1.2370,-0.4270,-2.0910
9.50000,1.493000,-1.2850,-0.4410,-2.1580
9.50000,1.492000,-1.3510,-0.4840,-2.2360
9.50000,1.492000,-1.4140,-0.5260,-2.3110
9.50000,1.491000,-1.4700,-0.5570,-2.3800
9.50000,1.490000,-1.5260,-0.5870,-2.4490
9.50000,1.489000,-1.5820,-0.6130,-2.5190
9.50000,1.488000,-1.6330,-0.6260,-2.5870
9.50000,1.487000,-1.6850,-0.6370,-2.6570
9.50000,1.486000,-1.7240,-0.6350,-2.7130
9.50000,1.485000,-1.7560,-0.6210,-2.7620
9.50000,1.485000,-1.7870,-0.6050,-2.8110
9.50000,1.484000,-1.8150,-0.5800,-2.8570
9.50000,1.483000,-1.8370,-0.5400,-2.8980
9.50000,1.482000,-1.8570,-0.4940,-2.9390
9.50000,1.481000,-1.8740,-0.4320,-2.9780
9.50000,1.480000,-1.8850,-0.3530,-3.0120
9.50000,1.478000,-1.8940,-0.2660,-3.0450
9.50000,1.476000,-1.8890,-0.1380,-3.0660
9.50000,1.475000,-1.8850,-0.0560,-3.0790
9.50000,1.474000,-1.8830,-0.0270,-3.0830
9.50000,1.474000,-1.8820,-0.0170,-3.0830
9.50000,1.474000,-1.8810,-0.0090,-3.0830
9.50000,1.473000,-1.8800,0.0040,-3.0850
9.50000,1.473000,-1.8760,0.0250,-3.0840
9.50000,1.473000,-1.8910,-0.2510,-3.0450
9.50000,1.473000,-1.8910,-0.2730,-3.0400
9.50000,1.473000,-1.8900,-0.2880,-3.0350
9.50000,1.473000,-1.8900,-0.2920,-3.0340
9.50000,1.473000,-1.8890,-0.3070,-3.0280
9.50000,1.473000,-1.8870,-0.3140,-3.0250
9.50000,1.473000,-1.8870,-0.3190,-3.0230
9.50000,1.472000,-1.8890,-0.2070,-3.0520
9.50000,1.472000,-1.8830,-0.0730,-3.0730
9.50000,1.472000,-1.8750,0.0260,-3.0830
9.50000,1.472000,-1.8570,0.1350,-3.0790
9.50000,1.472000,-1.8380,0.2410,-3.0760
9.50000,1.472000,-1.8160,0.3570,-3.0690
9.50000,1.471000,-1.7950,0.4390,-3.0550
9.50000,1.471000,-1.7950,0.4390,-3.0550
9.50000,1.471000,-1.8670,-0.4800,-2.9560
9.50000,1.471000,-1.8200,-0.6220,-2.8500
9.50000,1.471000,-1.6160,-0.6960,-2.5300
9.50000,1.470000,-1.6370,-0.7000,-2.5580
9.50000,1.470000,-1.7620,-0.6800,-2.7480
9.50000,1.470000,-1.8600,-0.4450,-2.9570
9.50000,1.469000,-1.8610,-0.0260,-3.0560
9.50000,1.468000,-1.7980,0.3730,-3.0500
9.50000,1.468000,-1.7180,0.6670,-2.9960
9.50000,1.467000,-1.6690,0.8320,-2.9610
9.50000,1.466000,-1.6630,0.8800,-2.9600
9.50000,1.466000,-1.8370,0.0020,-3.0330
9.50000,1.466000,-1.8310,-0.4340,-2.9240
9.50000,1.466000,-1.6870,-0.6660,-2.6480
9.50000,1.465000,-1.7040,-0.6620,-2.6730
9.50000,1.465000,-1.7940,-0.5570,-2.8370
9.50000,1.465000,-1.8440,-0.2010,-2.9990
9.50000,1.464000,-1.7860,0.3230,-3.0280
9.50000,1.464000,-1.6610,0.8200,-2.9510
9.50000,1.463000,-1.6030,1.0430,-2.9120
9.50000,1.462000,-1.5680,1.1610,-2.8860
9.50000,1.461000,-1.5570,1.2130,-2.8790
9.50000,1.461000,-1.7740,0.3210,-3.0140
9.50000,1.461000,-1.8290,-0.2330,-2.9730
9.50000,1.461000,-1.7390,-0.6100,-2.7440
9.50000,1.461000,-1.7490,-0.5960,-2.7630
9.50000,1.460000,-1.8120,-0.4270,-2.9000
9.50000,1.460000,-1.8150,0.0210,-3.0100
9.50000,1.459000,-1.6970,0.6290,-2.9680
9.50000,1.458000,-1.5830,1.0630,-2.8910
9.50000,1.457000,-1.5240,1.2610,-2.8480
9.50000,1.456000,-1.5010,1.3290,-2.8290
9.50000,1.455000,-1.5150,1.3170,-2.8440
9.50000,1.455000,-1.7290,0.4880,-2.9870
9.50000,1.455000,-1.8190,-0.1270,-2.9840
9.50000,1.455000,-1.7610,-0.5800,-2.7850
9.50000,1.455000,-1.7720,-0.5650,-2.8050
9.50000,1.454000,-1.8140,-0.3470,-2.9250
9.50000,1.453000,-1.7890,0.1550,-3.0040
9.50000,1.453000,-1.6320,0.8300,-2.9200
9.50000,1.452000,-1.5230,1.2330,-2.8440
9.50000,1.451000,-1.4650,1.4060,-2.7970
9.50000,1.450000,-1.4370,1.4820,-2.7740
9.50000,1.448000,-1.4480,1.4800,-2.7860
9.50000,1.448000,-1.6490,0.7500,-2.9290
9.50000,1.448000,-1.8010,0.0300,-2.9950
9.50000,1.448000,-1.7840,-0.5170,-2.8370
9.50000,1.447000,-1.7900,-0.4910,-2.8530
9.50000,1.447000,-1.8140,-0.2330,-2.9540
9.50000,1.446000,-1.7470,0.3410,-2.9870
9.50000,1.445000,-1.5690,1.0290,-2.8730
9.50000,1.444000,-1.4560,1.4000,-2.7870
9.50000,1.443000,-1.3990,1.5630,-2.7400
9.50000,1.442000,-1.3970,1.5820,-2.7400
9.50000,1.441000,-1.4130,1.5710,-2.7560
9.50000,1.441000,-1.5690,1.0000,-2.8700
9.50000,1.440000,-1.7620,0.2250,-2.9850
9.50000,1.440000,-1.8000,-0.4350,-2.8820
9.50000,1.440000,-1.8050,-0.4070,-2.8970
9.50000,1.439000,-1.8010,-0.0920,-2.9700
9.50000,1.438000,-1.6870,0.5600,-2.9490
9.50000,1.437000,-1.4990,1.2320,-2.8180
9.50000,1.436000,-1.3830,1.5710,-2.7230
9.50000,1.434000,-1.3800,1.6150,-2.7240
9.50000,1.433000,-1.3760,1.6340,-2.7210
9.50000,1.431000,-1.3930,1.6210,-2.7380
9.50000,1.431000,-1.4950,1.2260,-2.8120
9.50000,1.431000,-1.7140,0.4380,-2.9630
9.50000,1.430000,-1.8050,-0.3280,-2.9180
9.50000,1.430000,-1.8050,-0.2880,-2.9280
9.50000,1.429000,-1.7810,0.0670,-2.9780
9.50000,1.428000,-1.6060,0.8130,-2.8890
9.50000,1.427000,-1.4270,1.4120,-2.7570
9.50000,1.425000,-1.3600,1.6290,-2.7040
9.50000,1.423000,-1.3550,1.6680,-2.7020
9.50000,1.422000,-1.3610,1.6780,-2.7090
9.50000,1.419000,-1.3800,1.6610,-2.7280
9.50000,1.419000,-1.4140,1.4310,-2.7440
9.50000,1.419000,-1.6330,0.6990,-2.9060
9.50000,1.418000,-1.8030,-0.2100,-2.9460
9.50000,1.418000,-1.8010,-0.1650,-2.9540
9.50000,1.417000,-1.7410,0.2530,-2.9640
9.50000,1.415000,-1.5320,1.0380,-2.8320
9.50000,1.414000,-1.3500,1.5880,-2.6890
9.50000,1.412000,-1.3310,1.6870,-2.6780
9.50000,1.409000,-1.3460,1.7070,-2.6950
9.50000,1.407000,-1.3480,1.7180,-2.6990
9.50000,1.404000,-1.3690,1.6990,-2.7200
9.50000,1.404000,-1.3290,1.6270,-2.6700
9.50000,1.404000,-1.5410,0.9790,-2.8360
9.50000,1.403000,-1.7880,-0.0640,-2.9600
9.50000,1.402000,-1.7800,-0.0080,-2.9620
9.50000,1.400000,-1.6900,0.4600,-2.9390
9.50000,1.399000,-1.4570,1.2510,-2.7730
9.50000,1.396000,-1.3140,1.6690,-2.6580
9.50000,1.394000,-1.3200,1.7300,-2.6690
9.50000,1.391000,-1.3320,1.7510,-2.6840
9.50000,1.388000,-1.3410,1.7590,-2.6940
9.50000,1.384000,-1.3590,1.7430,-2.7130
9.50000,1.384000,-1.2980,1.7000,-2.6430
9.50000,1.383000,-1.4580,1.2240,-2.7710
9.50000,1.382000,-1.7620,0.1130,-2.9660
9.50000,1.381000,-1.7470,0.1830,-2.9590
9.50000,1.379000,-1.6030,0.7360,-2.8760
9.50000,1.377000,-1.3690,1.4670,-2.6980
9.50000,1.374000,-1.2810,1.7370,-2.6270
9.50000,1.371000,-1.3040,1.7780,-2.6570
9.50000,1.367000,-1.3260,1.7940,-2.6810
9.50000,1.363000,-1.3320,1.8030,-2.6890
9.50000,1.359000,-1.3500,1.7880,-2.7060
9.50000,1.358000,-1.2720,1.7680,-2.6200
9.50000,1.358000,-1.3530,1.4810,-2.6820
9.50000,1.356000,-1.7010,0.3510,-2.9340
9.50000,1.355000,-1.6820,0.4270,-2.9240
9.50000,1.352000,-1.4940,1.0440,-2.7910
9.50000,1.349000,-1.2680,1.6860,-2.6080
9.50000,1.345000,-1.2590,1.7960,-2.6090
9.50000,1.341000,-1.2930,1.8300,-2.6480
9.50000,1.336000,-1.3190,1.8500,-2.6780
9.50000,1.330000,-1.3240,1.8740,-2.6860
9.50000,1.324000,-1.3370,1.8650,-2.7000
9.50000,1.323000,-1.2490,1.8360,-2.6010
9.50000,1.322000,-1.2410,1.7190,-2.5820
9.50000,1.320000,-1.6040,0.6560,-2.8670
9.50000,1.318000,-1.5710,0.7550,-2.8420
9.50000,1.314000,-1.3810,1.3380,-2.6990
9.50000,1.310000,-1.2140,1.7840,-2.5590
9.50000,1.305000,-1.2330,1.8640,-2.5870
9.50000,1.299000,-1.2800,1.9010,-2.6400
9.50000,1.292000,-1.2880,1.9670,-2.6540
9.50000,1.284000,-1.2930,2.0030,-2.6620
9.50000,1.275000,-1.3030,1.9990,-2.6730
9.50000,1.275000,-1.2290,1.9100,-2.5860
9.50000,1.274000,-1.1730,1.8380,-2.5190
9.50000,1.271000,-1.4540,1.0530,-2.7470
9.50000,1.267000,-1.4240,1.1370,-2.7240
9.50000,1.262000,-1.2350,1.6460,-2.5690
9.50000,1.256000,-1.1590,1.8860,-2.5080
9.50000,1.248000,-1.2060,1.9440,-2.5640
9.50000,1.240000,-1.2390,2.0500,-2.6070
9.50000,1.230000,-1.2470,2.1350,-2.6240
9.50000,1.219000,-1.2410,2.1940,-2.6230
9.50000,1.206000,-1.2450,2.2020,-2.6280
9.50000,1.205000,-1.1910,2.0610,-2.5570
9.50000,1.202000,-1.1050,1.9620,-2.4560
9.50000,1.198000,-1.2730,1.4670,-2.5930
9.50000,1.190000,-1.2300,1.5630,-2.5560
9.50000,1.181000,-1.0840,1.9060,-2.4280
9.50000,1.169000,-1.0800,2.0290,-2.4350
9.50000,1.155000,-1.1350,2.1600,-2.5030
9.50000,1.139000,-1.1530,2.3400,-2.5390
9.50000,1.120000,-1.1300,2.5140,-2.5280
9.50000,1.100000,-1.0980,2.6400,-2.5040
9.50000,1.077000,-1.1190,2.5410,-2.5240
9.50000,1.075000,-1.0740,2.4740,-2.4630
9.50000,1.070000,-0.9360,2.3350,-2.3030
9.50000,1.060000,-0.6840,2.3730,-2.0350
9.50000,1.047000,-0.5390,2.6820,-1.9020
9.50000,1.028000,-0.5440,3.0760,-1.9290
9.50000,1.006000,-0.7230,3.0360,-2.1160
9.50000,0.980000,-0.6670,3.3740,-2.0980
9.50000,0.950000,-0.2350,4.1730,-1.7370
9.50000,0.916000,0.5610,5.4820,-1.0390
9.50000,0.880000,1.3610,6.7420,-0.3290
9.50000,0.841000,-0.7480,2.9580,-2.2070
9.50000,0.590000,29.9650,29.9480,29.9810
9.60001,0.090000,15.3440,18.3070,13.9870
9.60001,0.100000,14.9120,17.8630,13.5570
9.60001,0.104000,14.7890,17.7370,13.4340
9.60001,0.120000,14.2830,17.2170,12.9290
9.60001,0.140000,13.6340,16.2800,12.3090
9.60001,0.160000,13.0950,15.4850,11.8010
9.60001,0.200000,12.3380,14.4130,11.0900
9.60001,0.250000,11.6580,13.4980,10.4510
9.60001,0.302000,11.1040,12.7800,9.9330
9.60001,0.329000,10.8540,12.4780,9.6950
9.60001,0.348000,10.6840,12.2750,9.5330
9.60001,0.350000,10.6650,12.2520,9.5140
9.60001,0.400000,10.2240,11.7010,9.1020
9.60001,0.450000,9.7740,11.1500,8.6810
9.60001,0.479000,9.4980,10.8130,8.4240
9.60001,0.500000,9.3150,10.5920,8.2540
9.60001,0.528000,9.0250,10.2350,7.9880
9.60001,0.550000,8.8110,9.9720,7.7930
9.60001,0.562000,8.6720,9.7940,7.6690
9.60001,0.600000,8.2690,9.2850,7.3110
9.60001,0.624000,7.9940,8.9370,7.0730
9.60001,0.650000,7.7100,8.5820,6.8240
9.60001,0.682000,7.3600,8.1450,6.5240
9.60001,0.700000,7.1640,7.9000,6.3570
9.60001,0.743000,6.6920,7.3100,5.9610
9.60001,0.750000,6.6210,7.2230,5.9010
9.60001,0.796000,6.2330,6.7680,5.5630
9.60001,0.800000,6.2000,6.7300,5.5340
9.60001,0.835000,5.9160,6.4020,5.2850
9.60001,0.850000,5.8080,6.2790,5.1900
9.60001,0.891000,5.5040,5.9350,4.9210
9.60001,0.899000,5.4420,5.8650,4.8650
9.60001,0.924000,5.2690,5.6720,4.7100
9.60001,0.948000,5.1010,5.4850,4.5600
9.60001,0.949000,5.0950,5.4780,4.5550
9.60001,0.972000,4.9450,5.3110,4.4210
9.60001,0.993000,4.8100,5.1620,4.2990
9.60001,1.000000,4.7640,5.1110,4.2580
9.60001,1.016000,4.6590,4.9970,4.1630
9.60001,1.034000,4.5410,4.8670,4.0560
9.60001,1.049000,4.4430,4.7600,3.9660
9.60001,1.051000,4.4340,4.7510,3.9580
9.60001,1.070000,4.3090,4.6150,3.8440
9.60001,1.088000,4.1940,4.4920,3.7380
9.60001,1.099000,4.1290,4.4220,3.6780
9.60001,1.110000,4.0630,4.3510,3.6170
9.60001,1.126000,3.9650,4.2480,3.5250
9.60001,1.142000,3.8770,4.1550,3.4410
9.60001,1.149000,3.8370,4.1130,3.4030
9.60001,1.157000,3.7970,4.0720,3.3640
9.60001,1.168000,3.7340,4.0080,3.3030
9.60001,1.178000,3.6840,3.9570,3.2530
9.60001,1.187000,3.6410,3.9150,3.2100
9.60001,1.195000,3.6080,3.8820,3.1770
9.60001,1.198000,3.5660,3.8370,3.1380
9.60001,1.199000,3.5510,3.8210,3.1250
9.60001,1.222000,3.3900,3.6550,2.9690
9.60001,1.228000,3.3200,3.5810,2.9040
9.60001,1.230000,3.2860,3.5440,2.8720
9.60001,1.230000,3.2750,3.5330,2.8620
9.60001,1.249000,3.1430,3.4020,2.7300
9.60001,1.269000,3.0190,3.2830,2.5990
9.60001,1.290000,2.8970,3.1720,2.4650
9.60001,1.299000,2.8460,3.1290,2.4060
9.60001,1.306000,2.8220,3.1170,2.3680
9.60001,1.311000,2.8210,3.1310,2.3520
9.60001,1.315000,2.8470,3.1740,2.3610
9.60001,1.318000,2.8900,3.2360,2.3850
9.60001,1.321000,2.9530,3.3200,2.4270
9.60001,1.324000,3.0550,3.4540,2.5000
9.60001,1.329000,3.1670,3.6090,2.5750
9.60001,1.333000,3.1150,3.5830,2.5000
9.60001,1.334000,3.1030,3.5730,2.4860
9.60001,1.334000,3.0800,3.5520,2.4610
9.60001,1.337000,2.9770,3.4570,2.3520
9.60001,1.340000,2.8530,3.3380,2.2230
9.60001,1.342000,2.7340,3.2230,2.1000
9.60001,1.344000,2.6360,3.1290,1.9990
9.60001,1.347000,2.5120,3.0090,1.8710
9.60001,1.348000,2.3930,2.8950,1.7490
9.60001,1.349000,2.3390,2.8430,1.6940
9.60001,1.351000,2.2170,2.7260,1.5670
9.60001,1.353000,2.0710,2.5870,1.4150
9.60001,1.355000,1.9300,2.4530,1.2700
9.60001,1.356000,1.7940,2.3240,1.1280
9.60001,1.358000,1.6580,2.1960,0.9860
9.60001,1.359000,1.5220,2.0680,0.8440
9.60001,1.360000,1.3830,1.9370,0.6980
9.60001,1.361000,1.2360,1.8000,0.5440
9.60001,1.362000,1.0790,1.6540,0.3790
9.60001,1.363000,0.9970,1.5780,0.2920
9.60001,1.364000,1.0820,1.6550,0.3830
9.60001,1.364000,1.1110,1.6810,0.4140
9.60001,1.364000,1.0670,1.6410,0.3680
9.60001,1.365000,0.9670,1.5480,0.2620
9.60001,1.365000,0.8690,1.4570,0.1580
9.60001,1.365000,0.7710,1.3680,0.0540
9.60001,1.366000,0.6730,1.2790,-0.0510
9.60001,1.366000,0.5720,1.1890,-0.1580
9.60001,1.367000,0.4750,1.1020,-0.2630
9.60001,1.367000,0.3790,1.0170,-0.3670
9.60001,1.367000,0.2830,0.9330,-0.4700
9.60001,1.367000,0.1870,0.8480,-0.5730
9.60001,1.367000,0.0920,0.7660,-0.6760
9.60001,1.368000,0.0000,0.6860,-0.7760
9.60001,1.368000,-0.0930,0.6060,-0.8770
9.60001,1.368000,-0.1830,0.5270,-0.9740
9.60001,1.368000,-0.2730,0.4490,-1.0720
9.60001,1.368000,-0.3620,0.3710,-1.1670
9.60001,1.368000,-0.4500,0.2940,-1.2620
9.60001,1.368000,-0.5350,0.2210,-1.3540
9.60001,1.368000,-0.6200,0.1470,-1.4460
9.60001,1.368000,-0.7040,0.0740,-1.5370
9.60001,1.368000,-0.7830,0.0060,-1.6240
9.60001,1.368000,-0.8630,-0.0630,-1.7120
9.60001,1.367000,-0.9420,-0.1270,-1.8000
9.60001,1.367000,-1.0150,-0.1810,-1.8840
9.60001,1.367000,-1.0880,-0.2320,-1.9680
9.60001,1.367000,-1.1590,-0.2820,-2.0500
9.60001,1.367000,-1.2250,-0.3240,-2.1290
9.60001,1.366000,-1.2890,-0.3610,-2.2060
9.60001,1.366000,-1.3510,-0.3960,-2.2810
9.60001,1.366000,-1.4060,-0.4190,-2.3510
9.60001,1.365000,-1.4590,-0.4370,-2.4200
9.60001,1.365000,-1.5100,-0.4520,-2.4870
9.60001,1.364000,-1.5530,-0.4490,-2.5480
9.60001,1.364000,-1.6030,-0.4370,-2.6210
9.60001,1.363000,-1.6470,-0.4150,-2.6890
9.60001,1.362000,-1.6820,-0.3710,-2.7480
9.60001,1.361000,-1.7140,-0.3230,-2.8050
9.60001,1.360000,-1.7350,-0.2500,-2.8510
9.60001,1.359000,-1.7540,-0.1750,-2.8930
9.60001,1.358000,-1.7630,-0.0830,-2.9260
9.60001,1.357000,-1.7650,0.0280,-2.9510
9.60001,1.356000,-1.7620,0.1450,-2.9710
9.60001,1.354000,-1.7420,0.2890,-2.9710
9.60001,1.353000,-1.7190,0.4370,-2.9680
9.60001,1.351000,-1.6720,0.6240,-2.9400
9.60001,1.349000,-1.6160,0.8270,-2.9010
9.60001,1.347000,-1.5700,0.9950,-2.8700
9.60001,1.344000,-1.5260,1.1540,-2.8390
9.60001,1.344000,0.5680,1.1290,-0.1220
9.60001,1.345000,0.5400,1.1050,-0.1530
9.60001,1.345000,0.5290,1.0940,-0.1640
9.60001,1.345000,0.5290,1.0940,-0.1630
9.60001,1.346000,0.5320,1.0960,-0.1590
9.60001,1.346000,0.5350,1.0980,-0.1550
9.60001,1.347000,0.5380,1.1000,-0.1520
9.60001,1.347000,0.5410,1.1010,-0.1480
9.60001,1.347000,0.5440,1.1030,-0.1440
9.60001,1.348000,0.5460,1.1040,-0.1420
9.60001,1.348000,0.5470,1.1040,-0.1400
9.60001,1.349000,0.5480,1.1040,-0.1390
9.60001,1.349000,0.5480,1.1040,-0.1370
9.60001,1.349000,0.5490,1.1040,-0.1370
9.60001,1.349000,0.5490,1.1040,-0.1360
9.60001,1.350000,0.5490,1.1030,-0.1360
9.60001,1.350000,0.5490,1.1030,-0.1360
9.60001,1.350000,0.5490,1.1020,-0.1360
9.60001,1.350000,0.5480,1.1010,-0.1360
9.60001,1.351000,0.5470,1.0990,-0.1370
9.60001,1.351000,0.5450,1.0980,-0.1380
9.60001,1.352000,0.5430,1.0950,-0.1400
9.60001,1.352000,0.5400,1.0920,-0.1430
9.60001,1.352000,0.5370,1.0890,-0.1460
9.60001,1.353000,0.5360,1.0880,-0.1470
9.60001,1.353000,0.5350,1.0870,-0.1480
9.60001,1.353000,0.5310,1.0830,-0.1520
9.60001,1.354000,0.5250,1.0780,-0.1580
9.60001,1.354000,0.5190,1.0720,-0.1650
9.60001,1.354000,0.5100,1.0650,-0.1740
9.60001,1.355000,0.5010,1.0560,-0.1850
9.60001,1.355000,0.4890,1.0460,-0.1970
9.60001,1.356000,0.4750,1.0330,-0.2130
9.60001,1.356000,0.4560,1.0170,-0.2340
9.60001,1.356000,0.4270,0.9920,-0.2660
9.60001,1.357000,0.3810,0.9520,-0.3170
9.60001,1.357000,0.2930,0.8760,-0.4140
9.60001,1.357000,0.2200,0.8140,-0.4930
9.60001,1.357000,0.1500,0.7540,-0.5710
9.60001,1.357000,0.0790,0.6930,-0.6500
9.60001,1.358000,0.0150,0.6380,-0.7200
9.60001,1.358000,-0.0560,0.5780,-0.7980
9.60001,1.358000,-0.1350,0.5110,-0.8860
9.60001,1.358000,-0.2140,0.4450,-0.9720
9.60001,1.358000,-0.2380,0.4240,-0.9990
9.60001,1.358000,-0.2400,0.4230,-1.0010
9.60001,1.358000,-0.2590,0.4070,-1.0210
9.60001,1.358000,-0.3530,0.3260,-1.1250
9.60001,1.358000,-0.4790,0.2170,-1.2620
9.60001,1.358000,-0.5390,0.1660,-1.3270
9.60001,1.358000,-0.3520,0.3270,-1.1230
9.60001,1.358000,-0.3160,0.3580,-1.0840
9.60001,1.358000,-0.3900,0.2950,-1.1650
9.60001,1.357000,-0.4980,0.2010,-1.2830
9.60001,1.357000,-0.5920,0.1220,-1.3850
9.60001,1.357000,-0.6830,0.0430,-1.4850
9.60001,1.356000,-0.7700,-0.0310,-1.5810
9.60001,1.356000,-0.8550,-0.1030,-1.6730
9.60001,1.355000,-0.9380,-0.1740,-1.7640
9.60001,1.355000,-1.0160,-0.2380,-1.8520
9.60001,1.354000,-1.0920,-0.2960,-1.9380
9.60001,1.354000,-1.1660,-0.3520,-2.0230
9.60001,1.353000,-1.2190,-0.3720,-2.0940
9.60001,1.352000,-1.2680,-0.3850,-2.1630
9.60001,1.351000,-1.3310,-0.4190,-2.2400
9.60001,1.350000,-1.3900,-0.4510,-2.3130
9.60001,1.349000,-1.4430,-0.4750,-2.3810
9.60001,1.348000,-1.4930,-0.4870,-2.4470
9.60001,1.346000,-1.5480,-0.4980,-2.5210
9.60001,1.344000,-1.6090,-0.4860,-2.6110
9.60001,1.342000,-1.6670,-0.4530,-2.7020
9.60001,1.341000,-1.6980,-0.3980,-2.7610
9.60001,1.340000,-1.7230,-0.3420,-2.8100
9.60001,1.338000,-1.7380,-0.2690,-2.8480
9.60001,1.337000,-1.7480,-0.1860,-2.8830
9.60001,1.335000,-1.7520,-0.0970,-2.9090
9.60001,1.334000,-1.7470,0.0000,-2.9240
9.60001,1.331000,-1.7420,0.0960,-2.9380
9.60001,1.329000,-1.7240,0.2180,-2.9390
9.60001,1.325000,-1.7000,0.3470,-2.9320
9.60001,1.322000,-1.6760,0.4710,-2.9250
9.60001,1.321000,-1.6560,0.5490,-2.9120
9.60001,1.320000,-1.6470,0.5800,-2.9060
9.60001,1.319000,-1.6390,0.6050,-2.9000
9.60001,1.319000,-1.6430,0.5910,-2.9030
9.60001,1.319000,-1.6450,0.5850,-2.9040
9.60001,1.319000,-1.6480,0.5740,-2.9060
9.60001,1.319000,-1.6500,0.5660,-2.9080
9.60001,1.319000,-1.6520,0.5600,-2.9090
9.60001,1.319000,-1.6570,0.5410,-2.9130
9.60001,1.319000,-1.6610,0.5260,-2.9160
9.60001,1.318000,-1.6680,0.5040,-2.9200
9.60001,1.318000,-1.6720,0.4800,-2.9220
9.60001,1.318000,-1.7360,0.0400,-2.9180
9.60001,1.318000,-1.7020,0.3160,-2.9290
9.60001,1.317000,-1.5510,0.9040,-2.8380
9.60001,1.316000,-1.4840,1.1330,-2.7900
9.60001,1.316000,-1.4770,1.1550,-2.7850
9.60001,1.316000,-1.4720,1.1740,-2.7810
9.60001,1.316000,-1.4650,1.1970,-2.7750
9.60001,1.316000,-1.4610,1.2070,-2.7730
9.60001,1.316000,-1.4540,1.2310,-2.7670
9.60001,1.316000,-1.4460,1.2550,-2.7610
9.60001,1.316000,-1.4280,1.3080,-2.7470
9.60001,1.315000,-1.4040,1.3750,-2.7280
9.60001,1.315000,-1.3830,1.4300,-2.7100
9.60001,1.315000,-1.3650,1.4760,-2.6950
9.60001,1.314000,-1.3420,1.5350,-2.6760
9.60001,1.313000,-1.3180,1.5970,-2.6540
9.60001,1.312000,-1.2940,1.6550,-2.6340
9.60001,1.312000,-1.2940,1.6550,-2.6340
9.60001,1.312000,-1.6800,0.3410,-2.9070
9.60001,1.312000,-1.7340,-0.0530,-2.8960
9.60001,1.311000,-1.6950,-0.5180,-2.7180
